Hour,Highway,Visibility,Rain
11,0,8.0mi,0
21,0,8.0mi,0
2,0,8.0mi,0
10,0,8.0mi,0
10,0,8.0mi,0
10,0,8.0mi,0
17,0,8.0mi,0
21,0,8.0mi,0
10,0,8.0mi,0
10,0,8.0mi,0
10,0,8.0mi,0
10,0,8.0mi,0
10,0,8.0mi,0
10,0,8.0mi,0
10,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
15,0,8.0mi,0
14,0,8.0mi,0
16,0,8.0mi,0
4,0,8.0mi,0
9,0,8.0mi,0
9,0,8.0mi,0
9,0,8.0mi,0
9,0,8.0mi,0
9,0,8.0mi,0
7,0,8.0mi,0
7,0,8.0mi,0
7,0,8.0mi,0
3,0,8.0mi,0
3,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
1,0,8.0mi,0
1,0,8.0mi,0
1,0,8.0mi,0
1,0,8.0mi,0
8,0,8.0mi,0
6,0,8.0mi,0
6,0,8.0mi,0
6,0,8.0mi,0
6,0,8.0mi,0
8,0,8.0mi,0
5,0,8.0mi,0
5,0,8.0mi,0
5,0,8.0mi,0
12,0,8.0mi,0
12,0,8.0mi,0
12,0,8.0mi,0
1,0,8.0mi,0
1,0,8.0mi,0
1,0,8.0mi,0
16,0,8.0mi,0
16,0,8.0mi,0
16,0,8.0mi,0
16,0,8.0mi,0
16,0,8.0mi,0
16,0,8.0mi,0
12,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
12,0,8.0mi,0
12,0,8.0mi,0
19,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
12,0,8.0mi,0
12,0,8.0mi,0
0,0,8.0mi,0
9,0,8.0mi,0
9,0,8.0mi,0
9,0,8.0mi,0
0,0,8.0mi,0
16,0,8.0mi,0
16,0,8.0mi,0
16,0,8.0mi,0
16,0,8.0mi,0
21,0,8.0mi,0
5,0,8.0mi,0
5,0,8.0mi,0
5,0,8.0mi,0
5,0,8.0mi,0
13,0,8.0mi,0
2,0,8.0mi,0
2,0,8.0mi,0
2,0,8.0mi,0
3,0,8.0mi,0
3,0,8.0mi,0
3,0,8.0mi,0
3,0,8.0mi,0
3,0,8.0mi,0
3,0,8.0mi,0
3,0,8.0mi,0
22,0,8.0mi,0
23,0,8.0mi,0
23,0,8.0mi,0
20,0,8.0mi,0
19,0,8.0mi,0
8,0,8.0mi,0
8,0,8.0mi,0
15,0,8.0mi,0
12,0,8.0mi,0
12,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
19,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
0,0,8.0mi,0
14,0,8.0mi,0
14,0,8.0mi,0
1,0,8.0mi,0
9,0,8.0mi,0
9,0,8.0mi,0
9,0,8.0mi,0
2,0,8.0mi,0
2,0,8.0mi,0
2,0,8.0mi,0
2,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
11,0,8.0mi,0
20,0,8.0mi,0
20,0,8.0mi,0
0,0,8.0mi,0
1,0,8.0mi,0
1,0,8.0mi,0
5,0,8.0mi,0
6,0,8.0mi,0
5,0,8.0mi,0
5,0,8.0mi,0
18,0,8.0mi,0
18,0,8.0mi,0
14,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
15,0,8.0mi,0
